Reporting Range=["Monthly"],Select year=["2025"],Select month=["December"],Search Term=["berberine"]
"Search Frequency Rank","Search Term","Top Clicked Brand #1","Top Clicked Brands #2","Top Clicked Brands #3","Top Clicked Category #1","Top Clicked Category #2","Top Clicked Category #3","Top Clicked Product #1: ASIN","Top Clicked Product #1: Product Title","Top Clicked Product #1: Click Share","Top Clicked Product #1: Conversion Share","Top Clicked Product #2: ASIN","Top Clicked Product #2: Product Title","Top Clicked Product #2: Click Share","Top Clicked Product #2: Conversion Share","Top Clicked Product #3: ASIN","Top Clicked Product #3: Product Title","Top Clicked Product #3: Click Share","Top Clicked Product #3: Conversion Share","Reporting Date"
"913269","naomi berberine","NAOMI","NATURE TARGET","Nature's Bounty","Health & Personal Care",,,"B08GZ1NJ19","NAOMI Himalayan Berberine 500mg, Clinically Studied for Blood Sugar Support, Metabolic Function, Healthy Weight & Cholesterol, AMPK Activation, Non-GMO, Vegan, Gluten-Free, 60 Capsules, 1-Month Supply","63.02","57.89","B0CT64X62C","NAOMI Italian Citrus Bergamot 500mg Award-Winning Cardiologist Dvlpd to Support Healthy Cholesterol & Triglyceride Levels Already in Normal Range, w/ 7 Key Polyphenols, Bergamot, VIT C, 30-Day Supply","4.87","2.11","B0DD6B85NL","NATURE TARGET Berberine HCl 1200mg, Berberine Supplement with Ceylon Cinnamon, Chromium - Supports Immune, Gastrointestinal & Heart Health, Non-GMO, 120 Capsules","3.41","4.21","2025-12-31"
"931443","berberine weight loss patch","VIORY","Adellina","MONIER","Health & Personal Care","Home","Beauty","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","29.03","25.71","B0G2SL5B25","Adellina GLP-1 Patches 120 Count: Advanced Formula with Berberine L-Glutamine (120 Count (Pack of 2))","9.68","2.86","B0FMXXBBJH","Sunrogftic GLP-1 Patches, Natural Ingredients with Berberine, Cinnamon & L-Glutamine, Health Support & Physical Management, Transdermal Patch for Daily Wellness - 1 Packs, 30 Patches","6.45","8.57","2025-12-31"
"972422","berberine drops for blood sugar","Clean Nutraceuticals","NUTRELICA","VivoNu","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","42.23","36.04","B0FMR33C6Y","Berberine with Ceylon Cinnamon, Bitter Melon, Turmeric & Chromium – Blood Sugar Balance & Glucose Metabolism – 1200mg, No Sugar, Vegan, Non-GMO","9.59","14.41","B0G4LX1S57","14-in-1 Berberine with Ceylon Cinnamon Supplement Liquid Drops, 1800mg + 30:1 Liposomal Tech with Cayenne Pepper, Soursop, Chromium, Bitter Melon, Turmeric, Moringa, Gymnema, Glucomannan, GLP Support","6.99","7.21","2025-12-31"
"985472","berberine nad patch","VIORY","Velzara","MONIER","Health & Personal Care","Home","Beauty","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","22.31","23.33","B0G1YCMQN4","Berberine GLP1 Patches for Women & Men Boost Glp 30 Pcs","13.39","10.0","B0FQJRFJ9N","Haiphy- NAD+Patches : NMNH, Resveratrol | Anti-Aging & Metabolism | Enhanced Absorption & Health Support | NAD+Patches for Women & Men | 8-Hour Long-Lasting Release (30 Count)","4.72","3.33","2025-12-31"
"1031884","luma nutrition berberine","Luma Nutrition","MICROINGREDIENTS","DOCTOR RECOMMENDED SUPPLEMENTS","Health & Personal Care",,,"B08DHC29R6","Luma Nutrition Berberine Supplement - Berberine HCL 1200mg Per Serving - Vegan, Gluten Free, Non-GMO - 60 Capsules","87.09","83.33","B0CTN3H8HD","Luma Nutrition Citrus Bergamot 1000mg - Citrus Bergamot Supplement - Made in The USA - Veteran Owned - 60 Capsules","1.92","3.33","B0B1CHKM4S","Luma Nutrition Magnesium Glycinate 1000mg - Support Stress, Sleep, Nerve & Muscle Health - 500mg Pure Magnesium Supplement Capsules - Chelated for High Absorption - 60 Veggie Capsules","1.37","0.83","2025-12-31"
"1034729","now foods berberine","NOW","Carlyle","THORNE","Health & Personal Care",,,"B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","46.83","40.0","B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","34.44","30.0","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","6.34","2.5","2025-12-31"
"1040376","sports research berberine","Sports Research","Carlyle","THORNE","Health & Personal Care",,,"B0CCK314G2","Sports Research Berberine - Herbal Ayurvedic Metabolic Health Support - 500 mg - 60 Capsules - Vegan Certified, Gluten-Free, Non-GMO","48.75","28.41","B0CLFJ9BNM","Sports Research Berberine Supplement with Coconut Oil - Herbal & Ayurvedic Metabolic Health Support - Berberine 500mg, 90 Softgels - Gluten-Free, Non-GMO Berberine Powder","28.53","27.27","B0CCJYRSQ1","Sports Research Berberine - Herbal Ayurvedic Metabolic Health Support - 500mg - 120 Capsules - Vegan Certified, Gluten-Free, Non-GMO","11.36","9.09","2025-12-31"
"1049024","pure berberine supplement","Pure Encapsulations","PHYTOCHOICE","Luma Nutrition","Health & Personal Care",,,"B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","40.5","46.43","B0G18HYJ8F","Pure Berberine HCl 1200mg – High Absorption Berberine Supplement for Metabolic Health, Advanced Glucose Metabolism Support, Digestive & Gut Balance, Cellular Energy, Vegan, Non-GMO, Made in USA","6.98","5.95","B08DHC29R6","Luma Nutrition Berberine Supplement - Berberine HCL 1200mg Per Serving - Vegan, Gluten Free, Non-GMO - 60 Capsules","4.19","5.95","2025-12-31"
"1054821","moringa berberine patches","Ozempeak","VIORY","CITYOGA","Beauty","Health & Personal Care","Home","B0FS118SN3","Ozempeak-Patch Berberine GLP1 Patches 3-Month Supply | Easy Daily Wear | Naturally Inspired Ingredients | Comfortable & Discreet Skin-Friendly Discs for Women Men| Gentle Support for All Skin Types","16.85","3.7","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","9.55","18.52","B0G4RN5GVC","JOAE 10-in-1 Herbal Health Boost Oral Liquid, Advanced Herbal Health Solution Oral Liquid for Women and Men, Natural Supplement Drops - Promote Intestinal Digestio (5)","9.27","0.0","2025-12-31"
"1060775","nutral plus berberine","Clean Nutraceuticals","NEW AGE","Liberty Lifestyle","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","59.89","61.11","B0F5M5KRV2","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 4 OZ","7.63","2.78","B0F2K6SNKL","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 4 OZ","7.06","1.39","2025-12-31"
"1085423","nature made berberine","Nature Made","Nature's Bounty","THORNE","Health & Personal Care",,,"B0D8VMPX1N","Nature Made Better Absorption Berberine Phytosome Capsules, 1100mg Per 2 Capsules Daily, Berberine Supplement for Cardiovascular Health Support, 60 Capsules, 30 Day Supply","73.7","65.06","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","5.49","3.61","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","3.47","0.0","2025-12-31"
"1091874","berberine 6 in 1 patches","VIORY","Velzara","RJJSYXY","Health & Personal Care","Home","Beauty","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","33.14","20.69","B0FY3MGV76","GLP-1 Patches 60 Count – 2 Months Supply, Daily 8-Hour Deep Absorption | Natural Formula: Berberine, Cinnamon, Pomegranate Extracts & L-Glutamine","10.47","6.9","B0G1YCMQN4","Berberine GLP1 Patches for Women & Men Boost Glp 30 Pcs","9.59","10.34","2025-12-31"
"1117644","glorenda moringa berberine","CITYOGA","Carlyle","TLOPA","Beauty","Health & Personal Care","Home Improvement","B0G4RN5GVC","JOAE 10-in-1 Herbal Health Boost Oral Liquid, Advanced Herbal Health Solution Oral Liquid for Women and Men, Natural Supplement Drops - Promote Intestinal Digestio (5)","49.11","5.88","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","15.77","5.88","B0GD1FYCBZ","TLOPA GLORENDA Moringa 10-in-1 Nano Microdarts Patch, 2026 New Glorenda Moringa Patch, Natural Body Slim Patches for Women and Men - Gentle Formula for All Skin (4 boxes)","8.33","23.53","2025-12-31"
"1117644","moringa x berberine patches","Velzara","VIORY","Cvreoz","Health & Personal Care","Beauty","Home","B0G1YCMQN4","Berberine GLP1 Patches for Women & Men Boost Glp 30 Pcs","16.67","7.14","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","9.23","17.86","B0GCK7Y96L","GLORENDA Microdarts 10-in-1 Nano Patch, Natural Skin Care Patch, Suitable for All Skin Types (3 Box)","7.14","0.0","2025-12-31"
"1141405","berberine liposomal","CaelumCore","DLNIA","Rho Nutrition","Health & Personal Care",,,"B0DBLHXG3Z","CaelumCore Liposomal Berberine HCL - Berberine 1500mg Activates AMPK, High Bioavailability Berberines Supplement for Women and Men, Supports Body Balance","21.88","18.82","B0F4DQCLBQ","DLNIA Liposomal Berberine Supplement – 3X Strength Berberine Matrix with DHB, Phospholipids, CoQ10, ALA, Vitamin D3, Chromium, Cinnamon – Advanced GLP-1 & Metabolic Support – 60 Count","7.9","2.35","B0D9ZTJXRC","Rho Nutrition Liposomal Berberine Capsules - Ultra High Absorption Supplement – Supports Immune Function, Gut Health and Metabolic and Cardiovascular Health (60 Capsules)","7.6","3.53","2025-12-31"
"1141405","berberine pure encapsulations","Pure Encapsulations","THORNE","Integrative Therapeutics","Health & Personal Care",,,"B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","76.6","77.67","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","6.69","5.83","B08FRNZGQX","Pure Encapsulations Metabolic Xtra | Supplement to Support Carbohydrate Metabolism, and Homeostasis* | 90 Capsules","3.34","0.97","2025-12-31"
"1152112","ultra berberine force factor","FORCE FACTOR","Ultra6 Nutrition","Aumeto","Health & Personal Care",,,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","69.63","68.63","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","15.34","9.8","B0DNKMF384","Force Factor Ultra Berberine Enhanced Absorption, with Ceylon Cinnamon, Dihydroberberine & Chromium, 5X Absorption, 2X Longer Lasting, Promote Lean Body Mass, 60 Vegetable Capsules","3.37","3.92","2025-12-31"
"1155763","jshealth berberine","JSHealth","Carlyle","THORNE","Health & Personal Care","Home",,"B0D55BB452","JSHealth Vitamins Berberine+ Formula — Berberine Supplement for Metabolic Health — Vegan, Gluten-Free & Non-GMO. (60 Tablets)","78.46","80.0","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","8.92","1.67","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","3.38","1.67","2025-12-31"
"1159364","berberine for weight loss","ForestLeaf","Carlyle","Etta Vita","Health & Personal Care","Digital_Health_Services",,"B0CYR7H7LC","ForestLeaf Berberine Supplement - 1300mg per Serving - Ultra High Potency Berberine HCl with Ceylon Cinnamon, Bitter Melon & Gymnema - Weight Management Support - 90 Caps","16.05","7.14","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","15.43","3.57","B0F3QKYM9J","GLP-1 Supplement for Weight Loss & Appetite Control for Men and Women with Akkermansia, Berberine, Inulin, EGCG, Resveratrol, Hops, Polyphenols - Supports Digestion, Hunger, Cravings, Gut Health","8.95","1.79","2025-12-31"
"1166586","meo nutrition berberine supplement","Meo Nutrition","Carlyle","DOCTOR RECOMMENDED SUPPLEMENTS","Health & Personal Care",,,"B0DCTL1BV2","Meo Nutrition Berberine Supplement 1200mg HCI - 60 Capsules, 3rd Party Lab Tested, Non-GMO, GMP Certified - Supports Metabolic Health & Overall Wellness","78.57","80.21","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","4.04","0.0","B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","3.11","0.0","2025-12-31"
"1181178","glorenda moringa berberine patches","Cvreoz","CITYOGA","MONIER","Health & Personal Care","Beauty","Home","B0GCFR4Z5X","GLORENDA Microdarts 10-in-1 Nano Patch, Natural Skin Care Patch, Suitable for All Skin Types (4 Box)","10.69","26.32","B0G4RN5GVC","JOAE 10-in-1 Herbal Health Boost Oral Liquid, Advanced Herbal Health Solution Oral Liquid for Women and Men, Natural Supplement Drops - Promote Intestinal Digestio (5)","9.43","0.0","B0FYQ4WGZD","Berberine GLP1 Patches - Glp Booster for Men and Women's Body Care Patch 60 Pcs","7.23","0.0","2025-12-31"
"1188542","berberine tea organic","WACHINAS",,"HUMAN BODY CLINIC • GOOD VIBES GOOD HEALTH •","Grocery","Health & Personal Care",,"B0FS1FPKZ8","GLP-1 Berberine Tea - Glucose Functional Tea with Ceylon Cinnamon, Milk Thistle, Bitter Melon, Hibiscus Flowers - Vitality & Wellness - Caffeine-Free - Organic Plant-Based Teabags Pyramids - 30 ct","28.16","16.67","B0DLY4N9XJ","Berberine Tea 45g Natural Organic Caffeine-Free Blend Non-GMO Herbal in Plastic-Free Stand Alone Pouch Delicious Antioxidant for Immune Support","19.3","16.67","B0DWGKY8M6","Organic Berberine Tea – Herbal Tea Promotes Health with Ceylon Cinnamon, Mint & Chamomile – 30 Tea Bags","9.49","6.25","2025-12-31"
"1203815","berberine powder organic","BulkSupplements","Dibesity","Wild & Organic","Health & Personal Care","Grocery",,"B01CUNY014","BulkSupplements.com Berberine HCl Powder - Berberine 500mg - Herbal Supplement - Fasting Supplement - Berberine Supplement - Digestive Enzymes (50 Grams - 1.8 oz)","34.94","28.33","B0FGWMX6R6","97% Pure Berberine Powder | 100g Plant-Based Extract, Highly Potent | 500 mg Per Serving | Gluten-Free, Vegan, Lab-Tested","13.78","11.67","B08YJSPFL2","Organic Herbs Berberine Extract Powder 100 Grams","4.17","1.67","2025-12-31"
"1219514","hum best of berberine","HUM","Nature's Bounty","NATURE TARGET","Health & Personal Care",,,"B0CJTL53NK","HUM Best of Berberine Supplement 1200mg, Pure Potency for Metabolic Wellness, Gut Health, Pure Berberine Supplements Enhanced with BioPerine for Maximum Absorption, 60 Capsules","77.27","77.42","B0FRN8Y4KB","HUM Best of Berberine Supplement Flatter Me Fiber Supplement","8.44","4.84","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","2.6","3.23","2025-12-31"
"1223511","berberine x nad patches","VIORY","Velzara","FUTHRI","Health & Personal Care","Home","Beauty","B0FPDLS4B1","VIORY Berberine Patches | Berberine Patch with L-Glutamine, Garcinia Cambogia, Resveratrol for Women & Men | 60 Days Supply","15.31","11.11","B0FJ6DK1HD","Nano GLP-1 Patches for Women & Men | GLP1 Patch with Berberine, L-Glutamine, Garcinia Cambogia, Resveratrol | 30 Days Supply","8.47","3.7","B0G1YCMQN4","Berberine GLP1 Patches for Women & Men Boost Glp 30 Pcs","8.14","0.0","2025-12-31"
"1231526","kind berberine patches","Kind Patches","Arkture","Sunrogftic","Health & Personal Care","Beauty","Home","B0FYRG4789","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 2 Pack, 60 Patches","36.07","43.14","B0FK194S3Q","GLP-1 Patches by Kind Patches for Women and Men - 4 Pack, 120 Count","12.79","7.84","B0FZCKTBNV","Kind Patches GLP-1 Patches with L Glutamine, Berberine, Chromium, Pomegranate and Cinnamon - 4 Pack, 120 Patches","6.89","1.96","2025-12-31"
"1239591","berberine nutricost","Nutricost","Carlyle","NOW","Health & Personal Care",,,"B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","63.37","46.59","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","19.14","28.41","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","4.62","0.0","2025-12-31"
"1281779","berberine and ceylon cinnamon capsules","NUTRIFLAIR","Carlyle","aSquared Nutrition","Health & Personal Care",,,"B0F6VNKSLC","NutriFlair Berberine 97% HCl with Ceylon Cinnamon Supplement, 120 Capsules – High Potency, Premium Quality, Vegan-Friendly – 60 Servings","26.62","35.92","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","10.24","6.8","B07WHQLDM6","NutriFlair Berberine with Ceylon Cinnamon 1450mg Supplement – 120 Capsules | High Potency Formula with Berberine HCl & Organic Ceylon Cinnamon | Non-GMO, Vegan, Gluten-Free","8.53","8.74","2025-12-31"
"1290520","moringa berberine patch","Ozempeak","APKAPK","VIORY","Beauty","Health & Personal Care","Home","B0FS118SN3","Ozempeak-Patch Berberine GLP1 Patches 3-Month Supply | Easy Daily Wear | Naturally Inspired Ingredients | Comfortable & Discreet Skin-Friendly Discs for Women Men| Gentle Support for All Skin Types","14.78","4.17","B0GD7MBHYC","GLORENDA Moringa 10-in-1 Nano Microdarts Patch, 2026 New GLORENDA Moringa Patch, Natural Skin Care Patchs for Women and Men, Suitable for All Skin Types (3 Boxes)","6.53","12.5","B0FY3MGV76","GLP-1 Patches 60 Count – 2 Months Supply, Daily 8-Hour Deep Absorption | Natural Formula: Berberine, Cinnamon, Pomegranate Extracts & L-Glutamine","5.84","4.17","2025-12-31"
"1294984","solaray berberine 500mg","SOLARAY","Double Wood Supplements","NOW","Health & Personal Care",,,"B087YD4LSH","SOLARAY Berberine 500mg - Berberine Supplement for a Healthy, Active Lifestyle - with Berberine HCl from Indian Barberry - Vegan, Non-GMO, 60-Day Guarantee, Lab Verified - 100 Servings, 100 VegCaps","67.24","44.35","B07BVZL4GB","SOLARAY Berberine 500mg - Berberine Supplement for a Healthy, Active Lifestyle - with Berberine HCl from Indian Barberry - Vegan, Non-GMO, 60-Day Guarantee - 60 Servings, 60 VegCaps (60 CT)","17.59","19.13","B0CD2XQGFH","SOLARAY Berberine Phytosome - 9X Absorption and Easy-to-Digest - Standardized to 30% Berberine HCl - Vegan, Made Without Soy - 60-Day Guarantee - 30 Servings, 30 VegCaps","6.21","1.74","2025-12-31"
"1313244","berberine hci","Nutricost","NOW","NATURE TARGET","Health & Personal Care","Home",,"B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","19.58","21.51","B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","15.03","11.83","B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","9.79","5.38","2025-12-31"
"1331751","berberine with cinnamon","Carlyle","NUTRIFLAIR","Nutricost","Health & Personal Care",,,"B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","21.99","15.58","B07WHQLDM6","NutriFlair Berberine with Ceylon Cinnamon 1450mg Supplement – 120 Capsules | High Potency Formula with Berberine HCl & Organic Ceylon Cinnamon | Non-GMO, Vegan, Gluten-Free","11.7","9.09","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","10.99","11.69","2025-12-31"
"1331751","cavora ceylon cinnamon berberine liquid drops","Clean Nutraceuticals","Liberty Lifestyle","JB Wellness Co","Health & Personal Care","Beauty",,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","27.3","23.46","B0F5M5KRV2","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 4 OZ","13.83","14.81","B0FHJKYY9S","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 2 OZ","10.64","4.94","2025-12-31"
"1336556","elixir berberine drops","Clean Nutraceuticals","Nutribear","NEW AGE","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","50.18","54.29","B0FKGRTMZQ","Berberine with Ceylon Cinnamon - Berberine Supplement Liquid Drops with Bitter Melon Extract, Turmeric, Chromium, Gymnema, Moringa, AMPK Activator for Digestion System, Immune Health Support, 2 fl oz","11.03","7.14","B0G4LX1S57","14-in-1 Berberine with Ceylon Cinnamon Supplement Liquid Drops, 1800mg + 30:1 Liposomal Tech with Cayenne Pepper, Soursop, Chromium, Bitter Melon, Turmeric, Moringa, Gymnema, Glucomannan, GLP Support","6.76","7.14","2025-12-31"
"1360599","enzymedica berberine","Enzymedica","NOW","Nature's Bounty","Health & Personal Care",,,"B0CY3JKB9Y","Enzymedica Berberine 800 mg – Vegan Capsules for Metabolic Support – from Sustainably Sourced Barberry – Non-GMO, Gluten-Free, No Fillers or Excipients – 60 Capsules","40.22","26.67","B0D1YS8N4Z","Enzymedica, Berberine Phytosome, 9.6X Better Bioavailability, High Potency Natural Vegan Dietary Supplement for Metabolic Support, 60 Capsules","30.07","26.67","B0BZK6BPRT","Enzymedica, Berberine Phytosome, 9.6X Better Bioavailability, High Potency Natural Vegan Dietary Supplement for Metabolic Support, 60 Capsules","12.68","10.0","2025-12-31"
"1360599","throne berberine","THORNE","Carlyle","Nature's Bounty","Health & Personal Care",,,"B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","80.07","79.22","B00F5US2BY","THORNE - Berberine - 200 mg (Formerly Berbercap) - Supports Heart Function, Immune System and Gut Health* - 60 Capsules","9.78","9.09","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","1.81","0.0","2025-12-31"
"1375336","berberine synergy","Designs for Health","Meo Nutrition","Carlyle","Health & Personal Care",,,"B00U7UHB5U","Designs for Health Berberine Synergy - Berberine HCL 400mg + Alpha Lipoic Acid (ALA) for Metabolism, Heart Health + Liver Support - Vegan, Non-GMO Berberine Supplement (60 Capsules)","81.32","87.34","B0DCTL1BV2","Meo Nutrition Berberine Supplement 1200mg HCI - 60 Capsules, 3rd Party Lab Tested, Non-GMO, GMP Certified - Supports Metabolic Health & Overall Wellness","2.2","1.27","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","2.2","0.0","2025-12-31"
"1380242","force factor ultra berberine","FORCE FACTOR","FeelGood Superfoods","Ultra6 Nutrition","Health & Personal Care",,,"B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","73.53","60.0","B0DNKMF384","Force Factor Ultra Berberine Enhanced Absorption, with Ceylon Cinnamon, Dihydroberberine & Chromium, 5X Absorption, 2X Longer Lasting, Promote Lean Body Mass, 60 Vegetable Capsules","8.82","12.31","B0FMCT4SM2","Force Factor Ultra Berberine Enhanced Absorption, with GlucoVantage Dihydroberberine & Chromium, 5X Better Absorption, Lasts 2X Longer, Gentle on The Stomach, Chocolate, 60 Soft Chews","7.35","6.15","2025-12-31"
"1385351","berberine hcl supplement","NOW","Nutricost","Toniiq","Health & Personal Care",,,"B0DXM7Q176","Now Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","27.31","27.38","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","7.01","7.14","B07X4B7QFM","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 90 Vegetarian Capsules, 500 mg per Capsule","5.9","5.95","2025-12-31"
"1395618","mineral moon berberine","Mineral Moon","Carlyle","Purify Life","Health & Personal Care",,,"B0F46WH22L","Mineral Moon Premium Berberine Supplement Body Composition, 60 Capsules - with Cissus Quadrangularis & Berberine Phytosome - Supports Overall Wellness","84.01","91.67","B0CJFXP7YX","Carlyle Berberine with Ceylon Cinnamon | 2000mg Complex | 60 Capsules | Vegetarian, Non-GMO, Gluten Free","5.2","0.0","B0FKZCPLR5","GLP1 Support for Weight Loss - Sugar-Free Berberine Complex Gummies w Ceylon Cinnamon, Milk Thistle, ACV [AMPK Metabolic Activator] Berberine Supplement for Appetite Control, Carb Blocker & Fat Burn","1.86","0.0","2025-12-31"
"1405845","berberine feel good","FeelGood Superfoods",,"Nature's Bounty","Health & Personal Care",,,"B0DF83J5CL","Feelgood Company - Berberine - High Absorption - 2200mg Equivalent - Herbal Supplement - Lower Blood Glucose - Helps Cholesterol - 60 Capsules","60.3","33.33","B0DGBS5H4M","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules","23.6","33.33","B0G1L6JQ4L","Feel Good Superfoods Berberine Phytosome, 120 Vegan Capsules + Vssl Store Sticker.","4.87","4.17","2025-12-31"
