Reporting Range=["Monthly"],Select year=["2025"],Select month=["November"],Search Term=["berberine"]
"Search Frequency Rank","Search Term","Top Clicked Brand #1","Top Clicked Brands #2","Top Clicked Brands #3","Top Clicked Category #1","Top Clicked Category #2","Top Clicked Category #3","Top Clicked Product #1: ASIN","Top Clicked Product #1: Product Title","Top Clicked Product #1: Click Share","Top Clicked Product #1: Conversion Share","Top Clicked Product #2: ASIN","Top Clicked Product #2: Product Title","Top Clicked Product #2: Click Share","Top Clicked Product #2: Conversion Share","Top Clicked Product #3: ASIN","Top Clicked Product #3: Product Title","Top Clicked Product #3: Click Share","Top Clicked Product #3: Conversion Share","Reporting Date"
"1124081","berberine glp-1","TERRA ELMNT","Tary Nally","DLNIA","Health & Personal Care",,,"B0D9NLGV6W","141,500mg GLP-1 Berberine Weight Loss Supplement + Dihydroberberine, Ceylon Cinnamon, Chromium Picolinate, Bitter Melon - 100x Strength Berberine 1500mg Natural Appetite Suppressant Pills for Women","11.15","10.34","B0FXV3HG4Y","Liposomal GLP-1 Supplement Weight Loss - 600mg Berberine with Ceylon Cinnamon - Enhanced Absorption Formula for Healthy Glucose Metabolism & Metabolic Support - 180 Capsules (90 Days Supply)","9.18","3.45","B0F4DQCLBQ","DLNIA Liposomal Berberine Supplement – 3X Strength Berberine Matrix with DHB, Phospholipids, CoQ10, ALA, Vitamin D3, Chromium, Cinnamon – Advanced GLP-1 & Metabolic Support – 60 Count","7.21","0.0","2025-11-30"
"1124081","enzymedica berberine","Enzymedica","NOW","SOLARAY","Health & Personal Care",,,"B0CY3JKB9Y","Enzymedica Berberine 800 mg – Vegan Capsules for Metabolic Support – from Sustainably Sourced Barberry – Non-GMO, Gluten-Free, No Fillers or Excipients – 60 Capsules","48.52","22.97","B0D1YS8N4Z","Enzymedica, Berberine Phytosome, 9.6X Better Bioavailability, High Potency Natural Vegan Dietary Supplement for Metabolic Support, 60 Capsules","30.49","31.08","B0FHQNFZMV","Enzymedica, Berberine Supplement, HCl, 510mg, Berberine, for Overall Health and Wellness, Vegan, No Artificial fillers, 60 Count","6.56","8.11","2025-11-30"
"1146724","berberine pure encapsulations","Pure Encapsulations","THORNE","Integrative Therapeutics","Health & Personal Care",,,"B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","81.61","78.65","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","5.69","3.37","B01152Y426","Integrative Therapeutics Berberine - Supplement for Cellular Energy Metabolism & Metabolic Support* - Dairy-Free & Gluten-Free - 60 Capsules (60 Servings)","1.67","1.12","2025-11-30"
"1146724","cavora ceylon cinnamon berberine liquid drops","Clean Nutraceuticals","Kunnozz","NEW AGE","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","49.16","43.66","B0FP4ZJVL1","Cavora Ceylon Cinnamon Berberine Liquid Drops – Bitter Melon, Turmeric, Chromium, Gymnema & Organic Panax Ginseng – Vegan, Non-GMO, 2 fl oz (60 mL)","15.05","7.04","B0D7537K4Z","Clean Nutra Cayenne Pepper Drops Supplement Liquid + Hawthorn Berry, Vitamin D3 K2 Beet Root Powder, Ceylon Cinnamon, Turmeric Curcumin, Organic Panax Ginseng, Berberine Extract 1 Pack","8.7","1.41","2025-11-30"
"1146724","sports research berberine","Sports Research","THORNE","Toniiq","Health & Personal Care",,,"B0CCJYRSQ1","Sports Research Berberine - Herbal Ayurvedic Metabolic Health Support - 500mg - 120 Capsules - Vegan Certified, Gluten-Free, Non-GMO","74.92","68.29","B0CLFJ9BNM","Sports Research Berberine Supplement with Coconut Oil - Herbal & Ayurvedic Metabolic Health Support - Berberine 500mg, 90 Softgels - Gluten-Free, Non-GMO Berberine Powder","11.04","6.1","B0CCK314G2","Sports Research Berberine - Herbal Ayurvedic Metabolic Health Support - 500 mg - 60 Capsules - Vegan Certified, Gluten-Free, Non-GMO","8.36","3.66","2025-11-30"
"1158404","biotech labs berberine","GentX","Meo Nutrition","THORNE","Health & Personal Care",,,"B0G2QLKBR4","GentX BIOTECH Labs Berberine Complex ，Berberine 1000mg Capsules, Supports Metabolism, Boost Energy, Balance Mind and Body, with Bitter Melon & Banaba Leaf Extracts (60 Capsules)","18.24","13.73","B0DCTL1BV2","Meo Nutrition Berberine Supplement 1200mg HCI - 60 Capsules, 3rd Party Lab Tested, Non-GMO, GMP Certified - Supports Metabolic Health & Overall Wellness","13.51","11.76","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","5.41","1.96","2025-11-30"
"1162399","berberine liposomal","CaelumCore","Rho Nutrition","Zypherionixis","Health & Personal Care","Pet Products",,"B0DBLHXG3Z","CaelumCore Liposomal Berberine HCL - Berberine 1500mg Activates AMPK, High Bioavailability Berberines Supplement for Women and Men, Supports Body Balance","14.58","7.81","B0D9ZTJXRC","Rho Nutrition Liposomal Berberine Capsules - Ultra High Absorption Supplement – Supports Immune Function, Gut Health and Metabolic and Cardiovascular Health (60 Capsules)","9.83","9.38","B0F4DQCLBQ","DLNIA Liposomal Berberine Supplement – 3X Strength Berberine Matrix with DHB, Phospholipids, CoQ10, ALA, Vitamin D3, Chromium, Cinnamon – Advanced GLP-1 & Metabolic Support – 60 Count","6.44","3.13","2025-11-30"
"1162399","integrative berberine","Integrative Therapeutics","NOW","BIOTICS RESEARCH","Health & Personal Care",,,"B01152Y426","Integrative Therapeutics Berberine - Supplement for Cellular Energy Metabolism & Metabolic Support* - Dairy-Free & Gluten-Free - 60 Capsules (60 Servings)","75.59","73.86","B003FIMNJK","Integrative Therapeutics Berberine Complex - Digestive & Gut Health Supplement* - Vegan, Gluten-Free & Dairy-Free - 90 Capsules (45 Servings)","8.81","6.82","B0BN6WQMMC","Integrative Therapeutics Berberine - Supplement for Cellular Energy Metabolism & Metabolic Support* - Dairy-Free & Gluten-Free - 120 Capsules (120 Servings)","3.73","6.82","2025-11-30"
"1166442","berberine nutricost","Nutricost","THORNE","NOW","Health & Personal Care",,,"B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","67.01","68.13","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","11.22","12.09","B0D4RMJ8NB","Nutricost Dihydroberberine Capsules (200mg, 60 Capsules) - More Bioavailable Metabolite of Berberine","5.44","3.3","2025-11-30"
"1199053","golden berberine","Divinity Nutra","Clean Nutraceuticals","Nutribear","Health & Personal Care","Beauty",,"B0CTHDC9S7","Divinity Nutra 4-in-1 Golden Berberine Supplement with Ceylon Cinnamon Bitter Melon Ginkgo, Boosts Immunity, Gut & Heart Health,60 Capsules for Metabolism Support，Made in USA","73.78","56.57","B0F1FQBXNW","Divinity Nutra Golden Berberine Supplement with Bitter Melon, Ginkgo Biloba and Ceylon Cinnamon, Vegan, Made in USA Berberine Capsules for Women and Men 2 Bottles, 60 Capsules Each","6.29","5.05","B0DYP6326P","Berberine Supplement with Bitter Melon, Ginkgo Biloba and Ceylon Cinnamon 60 Capsules, Vegan, Made in USA Berberine Capsules for Women and Men","2.8","2.02","2025-11-30"
"1203253","mineral moon berberine","Mineral Moon","THORNE","Aumeto","Health & Personal Care",,,"B0F46WH22L","Mineral Moon Berberine Supplement Body Composition, 60 Capsules - with Cissus Quadrangularis & Berberine Phytosome - Supports Overall Wellness","84.56","81.4","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","2.46","0.0","B0CTKCNRQS","Berberine Supplement - Enhanced with Ceylon Cinnamon, Turmeric, Milk Thistle, Bitter Melon for Digestion, Immunity & Weight Managament (150 Count (Pack of 1))","2.11","2.33","2025-11-30"
"1211778","forest leaf berberine","ForestLeaf","NATURE TARGET","NUTRIFLAIR","Health & Personal Care",,,"B0CYR7H7LC","ForestLeaf Berberine Supplement - 1300mg per Serving - Ultra High Potency Berberine HCl with Ceylon Cinnamon, Bitter Melon & Gymnema - Weight Management Support - 90 Caps","46.29","64.58","B0FGK5VD9C","ForestLeaf Advanced Dual Berberine HCl Berberine Supplement 1300mg - 97% Tested Ultra High Potency Berberine with Ceylon Cinnamon, Bitter Melon & Gymnema (90 Count (Pack of 5))","16.96","0.0","B0CV85CGLN","ForestLeaf Advanced Dual Berberine HCl Berberine Supplement 1300mg - 97% Tested Ultra High Potency Berberine with Ceylon Cinnamon, Bitter Melon & Gymnema (90 Count (Pack of 3))","12.37","2.08","2025-11-30"
"1211778","meo nutrition berberine supplement","Meo Nutrition","DOCTOR RECOMMENDED SUPPLEMENTS","THORNE","Health & Personal Care",,,"B0DCTL1BV2","Meo Nutrition Berberine Supplement 1200mg HCI - 60 Capsules, 3rd Party Lab Tested, Non-GMO, GMP Certified - Supports Metabolic Health & Overall Wellness","60.42","64.71","B07V2ZLY4N","DOCTOR RECOMMENDED SUPPLEMENTS Berberine Plus 1200mg Per Serving - 120 Veggie Capsules with Royal Jelly","7.42","8.82","B0DQLK5NC5","Meo Nutrition Alpha Lipoic Acid 650mg – 60 Capsules | Non-GMO, Gluten-Free, GMP Certified | Supports Antioxidant Health & Metabolic Wellness | Made in USA","7.42","4.41","2025-11-30"
"1220317","toniq berberine","Toniiq","THORNE","DLNIA","Health & Personal Care",,,"B07X4B7QFM","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 90 Vegetarian Capsules, 500 mg per Capsule","67.26","65.71","B0BX48S53M","Toniiq Ultra High Strength Berberine HCl from The Himalayas - 100:1 Concentrated Extract - Lab-Tested 97% Berberine HCl - 180 Vegetarian Capsules, 1500 mg per Serving","24.2","24.29","B0D8LYYW3W","Dihydroberberine Supplement - Ultra High Potency 1,000mg Formula with GlucoVantage, 10:1 Ceylon Cinnamon & 50:1 Milk Thistle - Third-Party Lab Tested","2.14","0.0","2025-11-30"
"1229140","thorne berberine 1000mg","THORNE","Pure Encapsulations","Nature's Bounty","Health & Personal Care",,,"B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","82.08","83.51","B00F5US2BY","THORNE - Berberine - 200 mg (Formerly Berbercap) - Supports Heart Function, Immune System and Gut Health* - 60 Capsules","3.94","2.06","B0CD8PV49D","Pure Encapsulations Berberine UltraSorb - Enhanced Absorption Berberine Phytosome 550 mg - Supports Metabolic & Cardiometabolic Health* - 60 Capsules","2.15","1.03","2025-11-30"
"1246836","nutral plus berberine","Clean Nutraceuticals","Nutribear","Liberty Lifestyle","Health & Personal Care",,,"B0D75VX5ML","Clean Nutra Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Organic Panax Ginseng, Moringa GLP-1 Support","64.36","56.72","B0FKGRTMZQ","Berberine with Ceylon Cinnamon - Berberine Supplement Liquid Drops with Bitter Melon Extract, Turmeric, Chromium, Gymnema, Moringa, AMPK Activator for Digestion System, Immune Health Support, 2 fl oz","13.45","11.94","B0F5M5KRV2","Berberine with Ceylon Cinnamon Supplement Liquid Drops + Bitter Melon Extract, Glucomannan, Gymnema, Chromium, Turmeric, Panax Ginseng, Moringa- 4 OZ","5.45","1.49","2025-11-30"
"1279396","berberine 600 mg supplement","Nutricost","NOW","Ultra6 Nutrition","Health & Personal Care","Beauty","Home","B079GF23T1","Nutricost Berberine HCl 600mg, 60 Capsules (2 Bottles) - Gluten Free, Veggie Caps, Non-GMO","35.07","0.0","B079GH6V2Z","Nutricost Berberine HCl 1200mg , 60 Vegetarian Capsules - Gluten Free & Non-GMO","11.94","7.69","B0CZMDPWG5","Nutricost Berberine HCl with Ceylon Cinnamon Capsules (120 Capsules, 60 Servings) - Non-GMO, Animal-Free Product","8.58","0.0","2025-11-30"
"1284309","nature made berberine","Nature Made","Nature's Bounty","THORNE","Health & Personal Care",,,"B0D8VMPX1N","Nature Made Better Absorption Berberine Phytosome Capsules, 1100mg Per 2 Capsules Daily, Berberine Supplement for Cardiovascular Health Support, 60 Capsules, 30 Day Supply","71.91","53.57","B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","9.36","10.71","B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","2.62","1.79","2025-11-30"
"1289248","super berberine","Peak Performance","Humann","SugarMD","Health & Personal Care",,,"B095JCB9B9","Dihydroberberine Super Berberine Supplement - GlucoVantage® 200mg Now 5X More Effective Than Regular Berberine HCL Powder Capsules. Metabolism Support Keto Friendly Plus Vegan Extract Pills","28.2","32.89","B0CNF2ZXVF","Humann SuperBerine Berberine Supplements, Healthy Metabolism & Blood Sugar Support - Clinically Researched Ingredient - High Absorbency, Concentrated Dose Formula with Olive Leaf Extract - 30 Capsules","20.3","14.47","B09ST7X7Z1","SugarMD Super Berberine Supplement – 250mg GlucoVantage Dihydroberberine with Ceylon Cinnamon - 5X More Absorbable Than Regular Berberine – 30 Capsules (30 Day Supply)","18.8","18.42","2025-11-30"
"1294120","berberine powder organic","BulkSupplements","Dibesity","Organic Herbs","Health & Personal Care","Grocery",,"B01CUNY014","BulkSupplements.com Berberine HCl Powder - Berberine 500mg - Herbal Supplement - Fasting Supplement - Berberine Supplement - Digestive Enzymes (50 Grams - 1.8 oz)","20.75","26.0","B0FGWMX6R6","97% Pure Berberine Powder | 100g Plant-Based Extract, Highly Potent | 500 mg Per Serving | Gluten-Free, Vegan, Lab-Tested","10.94","4.0","B0BLRN4B5V","Organic Herbs Immunity Booster Ayurvedic Berberine (Extract Powder 200gm/7 Oz)","4.91","0.0","2025-11-30"
"1303995","berberine 1000mg capsules","Nature's Bounty","amazing nutrition","Best Naturals","Health & Personal Care",,,"B0CNQC2TWG","Nature’s Bounty Berberine 1000mg Capsules, Supports Heart Health, Cholesterol & Blood Sugar Levels in a Normal Range, Non-GMO Supplement, 60 Count","24.33","20.65","B0D2Z7XN2H","Best Naturals Berberine Plus 1000mg per Serving, (Non-GMO) 60 Capsules - Contains Berberine HCL 1000mg, Vitamin C 120mg & Zinc Gluconate 30 mg","5.32","3.26","B079H5Q9FY","Amazing Formulas Berberine 1000mg Per Serving 60 Capsules Supplement | Non GMO | Gluten Free | Made in USA","4.56","4.35","2025-11-30"
"1313833","berberine for weight loss","Aumeto","ForestLeaf","Purify Life","Health & Personal Care",,,"B0CTKCNRQS","Berberine Supplement - Enhanced with Ceylon Cinnamon, Turmeric, Milk Thistle, Bitter Melon for Digestion, Immunity & Weight Managament (150 Count (Pack of 1))","9.58","7.69","B0CYR7H7LC","ForestLeaf Berberine Supplement - 1300mg per Serving - Ultra High Potency Berberine HCl with Ceylon Cinnamon, Bitter Melon & Gymnema - Weight Management Support - 90 Caps","8.81","5.77","B0FKZCPLR5","GLP1 Support for Weight Loss - Sugar-Free Berberine Complex Gummies w Ceylon Cinnamon, Milk Thistle, ACV [AMPK Metabolic Activator] Berberine Supplement for Appetite Control, Carb Blocker & Fat Burn","8.05","1.92","2025-11-30"
"1339422","berberine weight loss patches","Wanerbsr","Vytadose","Adellina","Health & Personal Care","Beauty","Home","B0FMNWBBRS","GLP-1 Patches with L-Glutamine, Berberine, Natural Support, Expert Formulated for Men and Women, 30 Count","20.7","11.54","B0FRNJXN7L","Vytadose Extra Strength GLP1 Patches – 10x Stronger Formula with Berberine, Green Tea & Pomegranate – New & Improved Kind of Patch -These are Kind Patches for Your Skin+GLP-1 Patch for Hunger Support","9.77","7.69","B0FMXXBBJH","Sunrogftic GLP-1 Patches, Natural Ingredients with Berberine, Cinnamon & L-Glutamine, Health Support & Physical Management, Transdermal Patch for Daily Wellness - 1 Packs, 30 Patches","8.59","3.85","2025-11-30"
"1339422","now foods berberine","NOW","Nutricost","THORNE","Health & Personal Care",,,"B0DXM7Q176","NOW Supplements, Berberine HCL 500 mg, Supports Glucose Metabolism, 90 Veg Capsules","46.09","46.15","B07PSMZ3J1","NOW Foods Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 90 Softgels","28.91","25.0","B0F9RZK9KD","NOW Supplements, Berberine Glucose Support, Combined with MCT Oil for Optimal Berberine Absorption, 60 Softgels","8.2","5.77","2025-11-30"
"1366081","thorne berberine dual action formula","THORNE","FORCE FACTOR","Double Wood Supplements","Health & Personal Care",,,"B009LI7VRC","THORNE - Berberine - Dual Action Formula with Phytosome Plus Botanical Extract - Support Heart Health, Immune System, Healthy GI & Cholesterol* - Gluten-Free - 30 Servings","72.51","55.74","B0CQ3V2PZW","FORCE FACTOR Ultra Berberine, Berberine Supplement with 500mg Berberine HCl Plus Chromium & Cinnamon Bark Extract to Support Metabolism & Daily Wellness, Non-GMO, Gluten Free, 60 Vegetable Capsules","3.59","4.92","B00F5US2BY","THORNE - Berberine - 200 mg (Formerly Berbercap) - Supports Heart Function, Immune System and Gut Health* - 60 Capsules","2.79","1.64","2025-11-30"
